"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.hit_file_format_version","Input.corpus_id","Input.video_id","Input.predicate_token_id","Input.roleset","Input.predicate_lemma","Input.predicate_progressive","Input.argnum","Input.sentences_and_args_as_json","Input.sampling_method","Answer.awareness","Answer.awareness_grammatical","Answer.awareness_makes_sense","Answer.can_be_dynamic","Answer.can_be_dynamic_grammatical","Answer.can_be_dynamic_makes_sense","Answer.change_of_location","Answer.change_of_location_grammatical","Answer.change_of_location_makes_sense","Answer.change_of_possession","Answer.change_of_possession_grammatical","Answer.change_of_possession_makes_sense","Answer.change_of_state","Answer.change_of_state_grammatical","Answer.change_of_state_makes_sense","Answer.existed_after","Answer.existed_after_grammatical","Answer.existed_after_makes_sense","Answer.existed_before","Answer.existed_before_grammatical","Answer.existed_before_makes_sense","Answer.existed_during","Answer.existed_during_grammatical","Answer.existed_during_makes_sense","Answer.instigation","Answer.instigation_grammatical","Answer.instigation_makes_sense","Answer.is_dynamic","Answer.is_dynamic_grammatical","Answer.is_dynamic_makes_sense","Answer.partitive","Answer.partitive_grammatical","Answer.partitive_makes_sense","Answer.question_presentation_order","Answer.sentence_grammatical","Answer.sentient","Answer.sentient_grammatical","Answer.sentient_makes_sense","Answer.submit","Answer.volition","Answer.volition_grammatical","Answer.volition_makes_sense","Answer.was_for_benefit","Answer.was_for_benefit_grammatical","Answer.was_for_benefit_makes_sense","Answer.was_used","Answer.was_used_grammatical","Answer.was_used_makes_sense","Approve","Reject"
"3THR0FZ95PYY0X81XF58JIFD5DZOL4","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3U5JL4WY5LERJID2IGYO5XZFP9B4XQ","A28HB7240OFGEW","Submitted","Tue Dec 05 13:38:23 PST 2023","Tue Dec 05 13:59:45 PST 2023","Fri Dec 08 13:59:45 PST 2023","","","","1282","100% (578/578)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524314.jpg","(2, 5)","","to be on the street","being on the street","The man","{""argument_phrase"": ""The man"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The man</span><span class=\\\""predicate\\\"">is on the street</span>""}","it-happened","5","true","yes","5","true","yes","2","true","yes","1","true","no","4","true","yes","5","true","yes","5","true","yes","5","true","yes","4","true","yes","5","true","yes","4","true","yes","instigation volition partitive sentient awareness was_used change_of_location change_of_possession can_be_dynamic was_for_benefit is_dynamic existed_before existed_during existed_after change_of_state","5","5","true","yes","Submit","4","true","yes","2","true","yes","5","true","yes"
"3THR0FZ95PYY0X81XF58JIFD5DZOL4","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3SEPORI8WO4VQ2TYSZW0FL1QPJ5ZAT","A17TKHT8FEVH0R","Submitted","Tue Dec 05 14:04:00 PST 2023","Tue Dec 05 14:05:52 PST 2023","Fri Dec 08 14:05:52 PST 2023","","","","112","93% (37/40)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524314.jpg","(2, 5)","","to be on the street","being on the street","The man","{""argument_phrase"": ""The man"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The man</span><span class=\\\""predicate\\\"">is on the street</span>""}","it-happened","5","true","yes","2","true","yes","2","true","yes","2","true","yes","3","true","yes","3","true","yes","5","true","yes","5","true","yes","3","true","yes","2","true","yes","1","true","yes","change_of_location change_of_possession volition instigation awareness existed_before existed_during existed_after sentient change_of_state partitive is_dynamic was_used can_be_dynamic was_for_benefit","5","5","true","yes","Submit","5","true","yes","1","true","yes","3","true","no"
"3THR0FZ95PYY0X81XF58JIFD5DZOL4","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","39PAAFCODN5JWENXX2YEPKEMPXJTV7","ACKG8OU1KHKO2","Submitted","Tue Dec 05 13:33:54 PST 2023","Tue Dec 05 14:31:34 PST 2023","Fri Dec 08 14:31:34 PST 2023","","","","3460","100% (150/150)","100% (1/1)","100% (1/1)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524314.jpg","(2, 5)","","to be on the street","being on the street","The man","{""argument_phrase"": ""The man"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The man</span><span class=\\\""predicate\\\"">is on the street</span>""}","it-happened","4","true","yes","5","true","yes","5","true","yes","1","true","yes","4","true","yes","5","true","yes","5","true","yes","4","true","yes","4","true","yes","4","true","yes","2","true","yes","sentient partitive volition instigation change_of_possession existed_before existed_during existed_after was_for_benefit was_used is_dynamic awareness change_of_location change_of_state can_be_dynamic","5","5","true","yes","Submit","4","true","yes","5","true","yes","5","true","yes"
"39XCQ6V3KY9U92ZC5W37LTXPYN665A","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","31Q0U3WYDQKGC4ASDLBOD0FOBWM71L","A28HB7240OFGEW","Submitted","Tue Dec 05 13:37:27 PST 2023","Tue Dec 05 13:49:45 PST 2023","Fri Dec 08 13:49:45 PST 2023","","","","738","100% (578/578)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000262260.jpg","(2, 7)","","to appear","appearing","The birds","{""argument_phrase"": ""The birds"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The birds</span><span class=\\\""predicate\\\"">are only appearing as black silhouettes</span>""}","it-happened","4","true","yes","4","true","yes","4","true","yes","1","true","no","2","true","yes","5","true","yes","5","true","yes","5","true","yes","4","true","yes","4","true","yes","2","true","no","instigation change_of_state sentient is_dynamic change_of_location was_used can_be_dynamic volition awareness partitive existed_before existed_during existed_after change_of_possession was_for_benefit","5","4","true","yes","Submit","5","true","yes","4","true","yes","5","true","yes"
"39XCQ6V3KY9U92ZC5W37LTXPYN665A","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3QAVNHZ3EN9BLDCUDY5R76QSAAYALM","A17TKHT8FEVH0R","Submitted","Tue Dec 05 14:10:36 PST 2023","Tue Dec 05 14:19:26 PST 2023","Fri Dec 08 14:19:26 PST 2023","","","","530","93% (37/40)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000262260.jpg","(2, 7)","","to appear","appearing","The birds","{""argument_phrase"": ""The birds"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The birds</span><span class=\\\""predicate\\\"">are only appearing as black silhouettes</span>""}","it-happened","2","true","yes","4","true","yes","4","true","yes","2","true","yes","2","true","yes","4","true","yes","5","true","yes","5","true","yes","4","true","yes","4","true","yes","5","true","yes","awareness was_for_benefit change_of_location partitive can_be_dynamic volition change_of_possession sentient change_of_state was_used instigation is_dynamic existed_before existed_during existed_after","5","4","true","yes","Submit","1","true","yes","1","true","yes","5","true","yes"
"39XCQ6V3KY9U92ZC5W37LTXPYN665A","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3TVSS0C0E25WB3N2NC3ABMX0W6LTWH","ACKG8OU1KHKO2","Submitted","Tue Dec 05 13:33:59 PST 2023","Tue Dec 05 14:46:46 PST 2023","Fri Dec 08 14:46:46 PST 2023","","","","4367","100% (150/150)","100% (1/1)","100% (1/1)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000262260.jpg","(2, 7)","","to appear","appearing","The birds","{""argument_phrase"": ""The birds"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The birds</span><span class=\\\""predicate\\\"">are only appearing as black silhouettes</span>""}","it-happened","2","true","yes","5","true","yes","4","true","yes","1","true","yes","4","true","yes","5","true","yes","5","true","yes","4","true","yes","1","true","yes","4","true","yes","4","true","yes","awareness was_for_benefit instigation volition was_used existed_before existed_during existed_after change_of_state sentient change_of_possession is_dynamic can_be_dynamic change_of_location partitive","4","5","true","yes","Submit","2","true","yes","3","true","yes","1","true","yes"
"3WGCNLZJKFDU6TD8EW99O9U03TO1DF","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3IRIK4HM3BPHV76LA8VGOIYJKITC6H","A28HB7240OFGEW","Submitted","Tue Dec 05 13:38:37 PST 2023","Tue Dec 05 14:01:14 PST 2023","Fri Dec 08 14:01:14 PST 2023","","","","1357","100% (578/578)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000131208.jpg","(1, 7)","","to be on the bed","being on the bed","clothes on the bed","{""argument_phrase"": ""clothes on the bed"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">clothes on the bed</span><span class=\\\""predicate\\\"">are on the bed</span>""}","it-happened","1","true","no","1","true","no","1","true","no","1","true","yes","1","true","yes","5","true","yes","5","true","yes","5","true","yes","1","true","no","1","true","no","2","true","yes","awareness instigation change_of_location existed_before existed_during existed_after was_for_benefit volition can_be_dynamic change_of_state sentient is_dynamic change_of_possession partitive was_used","3","1","true","no","Submit","1","true","no","1","true","no","4","true","yes"
"3WGCNLZJKFDU6TD8EW99O9U03TO1DF","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3W2LOLRXLCKS0OGTU9FCNW2NLEFRK6","ACKG8OU1KHKO2","Submitted","Tue Dec 05 13:33:20 PST 2023","Tue Dec 05 14:03:27 PST 2023","Fri Dec 08 14:03:27 PST 2023","","","","1807","100% (150/150)","100% (1/1)","100% (1/1)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000131208.jpg","(1, 7)","","to be on the bed","being on the bed","clothes on the bed","{""argument_phrase"": ""clothes on the bed"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">clothes on the bed</span><span class=\\\""predicate\\\"">are on the bed</span>""}","it-happened","1","true","yes","4","true","yes","1","true","yes","1","true","yes","4","true","yes","5","true","yes","5","true","yes","5","true","yes","1","true","yes","4","true","yes","4","true","yes","change_of_location change_of_state instigation is_dynamic can_be_dynamic volition change_of_possession awareness was_for_benefit sentient was_used partitive existed_before existed_during existed_after","5","1","true","yes","Submit","1","true","yes","4","true","yes","3","true","yes"
"3WGCNLZJKFDU6TD8EW99O9U03TO1DF","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:43 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:43 PST 2023","","","3S3AMIZX3VAGGGL0KV3UUO8B14HCDA","A17TKHT8FEVH0R","Submitted","Tue Dec 05 14:07:32 PST 2023","Tue Dec 05 14:09:42 PST 2023","Fri Dec 08 14:09:42 PST 2023","","","","130","93% (37/40)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000131208.jpg","(1, 7)","","to be on the bed","being on the bed","clothes on the bed","{""argument_phrase"": ""clothes on the bed"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">clothes on the bed</span><span class=\\\""predicate\\\"">are on the bed</span>""}","it-happened","1","true","yes","1","true","yes","2","true","yes","2","true","yes","2","true","yes","5","true","yes","5","true","yes","5","true","yes","1","true","yes","1","true","yes","1","true","yes","change_of_state change_of_location was_for_benefit sentient volition partitive instigation was_used can_be_dynamic change_of_possession existed_before existed_during existed_after awareness is_dynamic","2","1","true","yes","Submit","1","true","yes","1","true","yes","5","true","yes"
"3CRWSLD91K9I6FQMXR6NJVU25IPOM6","3ZY5FK1Q9GTNBHW1XI2KYSLID9R8OH","Annotating semantic properties of different sentences","Decide what properties different sentences have","semantic properties","$0.80","Tue Dec 05 13:32:44 PST 2023","3","BatchId:5164553;OriginalHitTemplateId:928390828;","10800","259200","Tue Dec 12 13:32:44 PST 2023","","","386CSBG1O0RLP8G4FQWB8NN0OXV6QH","A17TKHT8FEVH0R","Submitted","Tue Dec 05 14:02:08 PST 2023","Tue Dec 05 14:03:58 PST 2023","Fri Dec 08 14:03:58 PST 2023","","","","110","93% (37/40)","0% (0/0)","0% (0/0)","2.0.0","VQA","https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524486.jpg","(2, 3)","","to cook","cooking","The man","{""argument_phrase"": ""The man"", ""full_argument_label"": ""nsubj"", ""sentence"": ""<span class=\\\""argument\\\""class=\\\""nsubj\\\"">The man</span><span class=\\\""predicate\\\"">is cooking</span>""}","it-happened","5","true","yes","4","true","yes","2","true","yes","2","true","yes","2","true","yes","4","true","yes","5","true","yes","5","true","yes","5","true","yes","4","true","yes","4","true","yes","awareness change_of_state sentient partitive can_be_dynamic change_of_location instigation was_for_benefit change_of_possession was_used volition is_dynamic existed_before existed_during existed_after","5","5","true","yes","Submit","4","true","yes","4","true","yes","5","true","yes"
